activity_id,viewer_id,movie_id,watch_date,watch_minutes,completion_rate,device_used
ACT00040,VWR0580,MOV015,2025-11-28 18:19:00,63,53,web
ACT00041,VWR0903,MOV018,2025-09-02 19:56:00,72,60,iPhone
ACT00042,VWR0053,MOV019,2025-03-10 20:52:00,87,73,SmartTV
ACT00043,VWR0229,MOV053,2025-09-20 03:23:00,92,77,web
ACT00044,VWR1363,MOV048,2026-01-01 18:38:00,31,26,iPhone
ACT00045,VWR1365,MOV060,2025-03-07 00:01:00,90,75,android
ACT00046,VWR1084,MOV017,2025-09-30 14:11:00,99,83,Desktop
ACT00047,VWR1264,MOV006,2025-05-29 05:32:00,30,25,iPhone
ACT00048,VWR1416,MOV025,2025-11-14 07:02:00,40,34,SmartTV
ACT00049,VWR1055,MOV030,2025-12-13 22:28:00,36,30,iPhone
ACT00050,VWR1448,MOV018,2025-07-12 18:14:00,118,99,iphone
ACT00051,VWR1486,MOV015,2025-11-14 05:25:00,30,25,iphone
ACT00052,VWR0718,MOV056,2025-06-11 16:21:00,97,81,SmartTV
ACT00053,VWR0014,MOV048,2025-08-28 23:17:00,42,35,android
ACT00054,VWR0839,MOV023,2025-04-30 19:17:00,67,56,iPhone
ACT00055,VWR0372,MOV032,2025-08-21 19:22:00,34,29,Desktop
ACT00056,VWR0186,MOV004,2025-07-01 21:11:00,115,96,smart tv
ACT00057,VWR0441,MOV059,2025-02-15 01:53:00,72,60,iphone
ACT00058,VWR1034,MOV040,2025-08-31 21:14:00,18,15,Mobile
ACT00059,VWR0681,MOV017,2025-05-23 20:29:00,104,87,android
ACT00060,VWR1358,MOV058,2025-02-10 23:17:00,12,10,smart tv
ACT00061,VWR1017,MOV045,2025-07-24 08:58:00,98,82,SmartTV
ACT00062,VWR0201,MOV006,2025-01-11 19:52:00,117,98,Desktop
ACT00063,VWR0473,MOV033,2025-06-30 22:08:00,15,13,android
ACT00064,VWR0064,MOV007,2025-05-05 20:11:00,76,64,Mobile
ACT00065,VWR0870,MOV047,2025-07-01 01:10:00,49,41,android
ACT00066,VWR0023,MOV053,2025-06-24 21:25:00,116,97,smart tv
ACT00067,VWR0514,MOV004,2025-06-01 22:24:00,102,85,smart tv
ACT00068,VWR1450,MOV006,2025-03-15 19:25:00,75,63,iphone
ACT00069,VWR1406,MOV046,2025-07-17 00:20:00,56,47,SmartTV
ACT00070,VWR1179,MOV002,2025-11-08 08:14:00,98,82,android
ACT00071,VWR0141,MOV009,2025-03-26 18:30:00,24,20,android
ACT00072,VWR0761,MOV009,2025-08-05 23:45:00,111,93,Desktop
ACT00073,VWR1175,MOV021,2025-07-24 18:42:00,58,49,web
ACT00074,VWR1154,MOV045,2025-05-29 07:58:00,70,59,smart tv
ACT00075,VWR0605,MOV054,2025-01-11 05:31:00,93,78,Desktop
ACT00076,VWR0224,MOV058,2025-03-19 02:00:00,120,100,android
ACT00077,VWR0671,MOV008,2025-07-09 21:35:00,43,36,Desktop
ACT00078,VWR1299,MOV044,2025-08-07 18:08:00,104,87,smart tv
ACT00079,VWR0019,MOV043,2025-02-24 02:06:00,94,79,Desktop
ACT00080,VWR0877,MOV016,2025-04-08 04:51:00,103,86,iphone
ACT00081,VWR0322,MOV024,2025-05-29 19:47:00,76,64,iPhone
ACT00082,VWR0646,MOV050,2025-06-24 20:01:00,97,81,web
ACT00083,VWR0685,MOV002,2025-07-07 23:17:00,114,95,android
ACT00084,VWR0589,,2025-03-05 23:31:00,32,27,android
ACT00085,VWR1038,MOV007,2025-04-13 09:01:00,78,65,smart tv
ACT00086,VWR1140,MOV053,2025-05-08 06:42:00,34,29,Mobile
ACT00087,VWR0546,MOV022,2025-03-29 22:30:00,78,65,Mobile
ACT00088,VWR0253,MOV044,2025-12-25 20:27:00,15,13,android
ACT00089,VWR1445,MOV040,2025-07-29 21:32:00,39,33,Desktop
ACT00090,VWR0417,MOV058,2025-02-15 21:29:00,117,98,iPhone
ACT00091,VWR1211,MOV040,2025-05-16 19:51:00,58,49,Mobile
ACT00092,VWR0282,MOV002,2025-05-09 21:56:00,99,83,smart tv
ACT00093,VWR1204,MOV001,2025-03-30 02:22:00,102,85,smart tv
ACT00094,VWR0395,MOV044,2025-12-23 22:11:00,106,89,SmartTV
ACT00095,VWR0849,MOV020,2025-12-25 19:22:00,112,94,iphone
ACT00096,VWR1297,MOV001,2025-11-01 01:36:00,96,80,SmartTV
ACT00097,VWR1466,MOV001,2025-07-08 04:23:00,68,57,iphone
ACT00098,VWR0403,MOV059,2025-03-18 00:10:00,74,62,web
ACT00099,VWR0706,MOV010,2025-07-13 10:33:00,109,91,smart tv
ACT00100,VWR0174,MOV036,2025-09-02 05:10:00,46,39,Mobile
ACT00101,VWR0406,MOV020,2025-02-06 13:25:00,88,74,iphone
ACT00102,VWR0425,MOV060,2025-01-12 04:14:00,80,67,Desktop
ACT00103,VWR0053,MOV001,2025-08-04 20:32:00,100,84,smart tv
ACT00104,VWR0707,MOV017,2025-10-01 19:05:00,21,18,web
ACT00105,VWR0946,MOV031,2025-09-20 18:02:00,60,50,android
ACT00106,VWR0175,MOV003,2025-06-28 11:18:00,91,76,iPhone
ACT00107,VWR0088,MOV041,2025-08-21 03:28:00,78,65,web
ACT00108,VWR0119,MOV013,2025-12-30 01:00:00,55,46,iPhone
ACT00109,VWR0135,MOV017,2025-05-30 19:43:00,108,90,iphone
ACT00110,VWR0976,MOV014,2025-03-10 13:01:00,99,83,iPhone
ACT00111,VWR0928,MOV055,2025-05-02 23:04:00,112,94,iphone
ACT00112,VWR0120,MOV015,2025-08-20 04:07:00,117,98,smart tv
ACT00113,VWR0311,MOV053,2025-08-04 23:55:00,114,95,android
ACT00114,VWR1394,MOV046,2025-09-23 23:36:00,84,70,web
ACT00115,VWR0610,MOV022,2025-03-27 21:12:00,80,67,web
ACT00116,VWR0090,MOV047,2025-02-22 20:25:00,54,45,Desktop
ACT00117,VWR0454,MOV055,2025-01-24 22:14:00,74,62,android
ACT00118,VWR1233,MOV012,2025-11-25 23:16:00,14,12,smart tv
ACT00119,VWR1383,MOV012,2025-06-23 08:15:00,75,63,iPhone
ACT00120,VWR1347,MOV050,2025-07-27 08:56:00,92,77,smart tv
ACT00121,VWR0672,MOV002,2025-04-08 23:39:00,20,17,web
ACT00122,VWR0820,MOV058,2025-03-21 19:36:00,118,99,android
ACT00123,VWR0432,MOV053,2025-07-23 20:34:00,16,14,Mobile
ACT00124,VWR1403,MOV019,2025-11-14 16:01:00,38,32,web
ACT00125,VWR1179,MOV010,2025-10-14 21:03:00,108,90,smart tv
ACT00126,VWR0192,MOV005,2025-06-06 04:30:00,74,62,Desktop
ACT00127,VWR0267,MOV005,2025-12-18 04:52:00,68,57,smart tv
ACT00128,VWR0596,MOV019,2025-01-12 19:06:00,88,74,SmartTV
ACT00129,VWR0817,MOV035,2025-04-08 15:00:00,91,76,smart tv
ACT00130,VWR0351,MOV034,2025-09-21 21:21:00,90,75,Mobile
ACT00131,VWR0349,MOV056,2025-06-10 00:51:00,46,39,SmartTV
ACT00132,VWR0929,MOV004,2025-09-25 13:03:00,102,85,Desktop
ACT00133,VWR1334,MOV017,2025-05-25 23:21:00,88,74,Desktop
ACT00134,VWR1444,MOV038,2025-11-09 02:32:00,120,100,iPhone
ACT00135,VWR1097,MOV043,2025-02-14 23:25:00,72,60,iphone
ACT00136,VWR0715,MOV045,2025-07-30 03:18:00,97,81,SmartTV
ACT00137,VWR0923,MOV045,2025-01-29 03:58:00,117,98,android
ACT00138,VWR0595,MOV030,2025-02-14 10:12:00,22,19,SmartTV
ACT00139,VWR0979,MOV047,2025-10-07 21:45:00,106,89,SmartTV
ACT00140,VWR0933,MOV060,2025-07-09 21:49:00,69,58,android
ACT00141,VWR0113,MOV037,2025-12-02 23:04:00,90,75,SmartTV
ACT00142,VWR1381,MOV012,2025-07-08 22:16:00,63,53,smart tv
ACT00143,VWR0641,MOV015,2025-09-10 20:18:00,114,95,web
ACT00144,VWR1450,MOV025,2025-08-31 19:49:00,42,35,Mobile
ACT00145,VWR0262,MOV008,2025-09-02 22:50:00,70,59,smart tv
ACT00146,VWR0793,MOV006,2025-11-29 22:03:00,34,29,iphone
ACT00147,VWR1325,MOV018,2025-08-02 18:35:00,150,105,iPhone
ACT00148,VWR1469,MOV050,2025-11-06 21:08:00,110,92,Desktop
ACT00149,VWR0188,MOV043,2025-02-16 05:03:00,34,29,iphone
ACT00150,VWR1461,MOV029,2025-03-24 22:46:00,56,47,smart tv
ACT00151,VWR1309,MOV043,2025-09-30 04:09:00,104,87,iPhone
ACT00152,VWR0828,MOV017,2025-08-21 19:56:00,54,45,iphone
ACT00153,VWR0064,MOV054,2025-05-17 23:07:00,73,61,iPhone
ACT00154,VWR1177,MOV032,2025-11-16 16:04:00,69,58,android
ACT00155,VWR0735,MOV001,2025-03-18 22:32:00,94,79,smart tv
ACT00156,VWR0505,MOV048,2025-11-03 21:48:00,67,56,iphone
ACT00157,VWR1157,MOV058,2025-03-09 23:37:00,97,81,iPhone
ACT00158,VWR0827,MOV006,2025-04-16 20:16:00,49,41,Desktop
ACT00159,VWR0207,MOV006,2025-11-02 01:30:00,115,96,iPhone
ACT00160,VWR1406,MOV027,2025-08-14 15:12:00,27,23,iphone
ACT00161,VWR0737,MOV015,2025-04-20 12:17:00,99,83,iphone
ACT00161,VWR0779,MOV053,2025-02-04 22:55:00,57,48,Mobile
ACT00162,VWR0091,MOV011,2025-04-14 19:08:00,80,67,iphone
ACT00163,VWR0512,MOV046,2025-11-11 00:19:00,22,19,SmartTV
ACT00164,VWR0587,MOV049,2025-06-10 21:14:00,111,93,iphone
ACT00165,VWR0493,MOV033,2025-12-23 06:51:00,57,48,iPhone
ACT00166,VWR1219,,2025-11-07 01:52:00,57,48,Desktop
ACT00167,VWR0684,MOV051,2025-02-05 21:14:00,39,33,Desktop
ACT00168,VWR1497,MOV018,2025-05-20 14:09:00,85,71,android
ACT00169,VWR0743,MOV055,2025-07-10 23:47:00,112,94,smart tv
ACT00170,VWR0645,MOV056,2025-03-17 11:41:00,33,28,iphone
ACT00171,VWR1486,MOV019,2025-09-19 18:19:00,44,37,smart tv
ACT00172,VWR1391,MOV011,2025-05-16 23:06:00,114,95,android
ACT00173,VWR0679,MOV005,2025-02-28 00:43:00,61,51,SmartTV
ACT00174,VWR1425,MOV012,2025-09-26 18:45:00,91,76,Desktop
ACT00175,VWR1092,MOV029,2025-10-31 04:45:00,88,74,Mobile
ACT00176,VWR1278,MOV022,2025-08-25 21:09:00,73,61,Desktop
ACT00177,VWR0218,MOV050,2025-01-26 23:48:00,100,84,Mobile
ACT00178,VWR1197,MOV046,2025-02-22 02:26:00,40,34,Mobile
ACT00179,VWR0258,MOV049,2025-03-06 04:51:00,100,84,Mobile
ACT00180,VWR0393,MOV045,2025-03-09 00:54:00,100,84,Desktop
ACT00181,VWR0595,MOV027,2025-08-20 21:39:00,115,96,iPhone
ACT00182,VWR1462,MOV018,2025-06-23 21:15:00,98,82,iPhone
ACT00183,VWR0862,MOV044,2025-08-12 18:24:00,108,90,iphone
ACT00184,VWR0999,MOV020,2025-11-29 22:45:00,88,74,Desktop
ACT00185,VWR1200,MOV034,2025-03-29 15:34:00,42,35,android
ACT00186,VWR0109,MOV010,2025-04-22 18:46:00,110,92,iphone
ACT00187,VWR0107,MOV058,2025-07-07 20:07:00,100,84,Mobile
ACT00188,VWR1232,MOV040,2025-08-30 15:51:00,18,15,Desktop
ACT00189,VWR0840,MOV053,2025-09-27 05:22:00,98,82,iPhone
ACT00190,VWR1067,,2025-09-21 14:48:00,118,99,web
ACT00191,VWR0954,MOV005,2025-10-31 17:28:00,81,68,Mobile
ACT00192,VWR1329,MOV005,2025-04-22 23:50:00,67,56,web
ACT00193,VWR0435,MOV058,2025-02-10 21:07:00,27,23,smart tv
ACT00194,VWR0596,MOV060,2025-11-10 00:24:00,15,13,SmartTV
ACT00195,VWR1363,MOV052,2025-01-15 04:47:00,34,29,web
ACT00196,VWR0477,MOV033,2025-02-19 09:08:00,115,96,SmartTV
ACT00197,VWR0462,MOV002,2025-10-22 02:08:00,104,87,iPhone
ACT00198,VWR0434,,2025-11-17 02:10:00,120,100,Desktop
ACT00199,VWR0183,MOV002,2025-11-22 11:42:00,104,87,iPhone
ACT00200,VWR0174,MOV049,2025-05-23 22:10:00,54,45,iPhone
ACT00201,VWR1129,MOV007,2025-08-26 20:54:00,114,95,android
ACT00202,VWR0083,MOV001,2025-07-01 07:53:00,114,95,Desktop
ACT00203,VWR0536,MOV001,2025-03-02 23:13:00,106,89,Mobile
ACT00204,VWR0369,MOV006,2025-10-09 19:56:00,100,84,android
ACT00205,VWR0820,MOV028,2025-07-02 00:07:00,100,84,android
ACT00206,VWR0908,MOV051,2025-06-06 16:11:00,62,52,Mobile
ACT00207,VWR1115,MOV012,2025-09-12 05:51:00,31,26,smart tv
ACT00208,VWR1315,MOV021,2025-12-27 15:20:00,102,85,Desktop
ACT00209,VWR1285,MOV037,2025-05-10 04:19:00,21,18,iPhone
ACT00210,VWR0062,MOV019,2025-11-15 00:45:00,15,13,Desktop
ACT00211,VWR1495,MOV044,2025-11-08 22:09:00,102,85,android
ACT00212,VWR0071,MOV056,2025-06-05 23:25:00,114,95,Desktop
ACT00213,VWR0252,MOV058,2025-02-15 03:44:00,99,83,Mobile
ACT00214,VWR1015,MOV010,2025-06-11 19:54:00,116,97,android
ACT00214,VWR0922,MOV045,2025-09-01 19:33:00,48,40,iphone
ACT00215,VWR1083,MOV059,2025-02-19 04:44:00,50,42,Desktop
ACT00216,VWR0775,MOV058,2025-07-17 03:50:00,21,18,android
ACT00217,VWR0566,MOV034,2025-11-06 18:54:00,76,64,android
ACT00218,VWR1174,MOV032,2025-08-31 01:23:00,54,45,Mobile
ACT00219,VWR1104,MOV059,2025-07-08 22:13:00,75,63,android
ACT00220,VWR0595,MOV038,2025-05-30 19:57:00,106,89,Desktop
ACT00221,VWR1444,,2025-04-23 15:31:00,43,36,SmartTV
ACT00222,VWR0348,MOV026,2025-05-11 21:09:00,97,81,iPhone
ACT00223,VWR1129,MOV006,2025-03-27 18:20:00,117,98,android
ACT00224,VWR0938,MOV045,2025-09-30 19:23:00,120,100,iPhone
ACT00225,VWR0773,MOV050,2025-09-30 22:39:00,111,93,web
ACT00226,VWR1428,MOV024,2025-05-03 13:13:00,36,30,Desktop
ACT00227,VWR0762,MOV019,2025-04-06 21:46:00,12,10,iPhone
ACT00228,VWR0729,MOV044,2025-04-07 21:06:00,116,97,iPhone
ACT00229,VWR0723,MOV026,2025-06-17 20:51:00,34,29,android
ACT00230,VWR1246,MOV015,2025-03-03 01:43:00,104,87,web
ACT00231,VWR0667,MOV004,2025-08-20 01:06:00,103,86,Desktop
ACT00232,VWR1308,MOV001,2025-02-14 19:56:00,105,88,iphone
ACT00233,VWR0788,MOV044,2025-06-14 23:49:00,100,84,smart tv
ACT00234,VWR0960,MOV006,2025-07-14 06:11:00,114,95,iphone
ACT00235,VWR0448,MOV043,2025-08-24 20:53:00,100,84,iPhone
ACT00236,VWR0736,MOV059,2025-02-05 12:46:00,54,45,iphone
ACT00237,VWR0071,MOV001,2025-02-19 02:04:00,118,99,android
ACT00238,VWR0719,MOV050,2025-12-31 21:03:00,105,88,smart tv
ACT00239,VWR1232,MOV029,2025-03-28 19:53:00,109,91,iphone
ACT00240,VWR0518,MOV038,2025-03-15 18:45:00,106,89,android
ACT00241,VWR0201,MOV017,2025-01-06 06:57:00,118,99,iphone
ACT00242,VWR0639,MOV039,2025-04-06 19:40:00,14,12,Desktop
ACT00243,VWR0346,MOV005,2025-07-08 00:49:00,98,82,android
ACT00244,VWR0860,MOV047,2025-07-10 22:18:00,48,40,android
ACT00245,VWR0273,MOV027,2025-03-12 22:56:00,62,52,android
ACT00246,VWR0937,MOV011,2025-06-04 20:18:00,85,71,SmartTV
ACT00247,VWR0301,MOV059,2025-07-30 20:39:00,55,46,smart tv
ACT00248,VWR0558,MOV002,2025-07-13 07:35:00,105,88,Mobile
ACT00249,VWR0892,MOV025,2025-11-08 19:13:00,110,92,SmartTV
ACT00250,VWR0023,MOV005,2025-12-22 21:24:00,36,30,web
ACT00251,VWR0732,MOV047,2025-07-26 06:52:00,13,11,android
ACT00252,VWR0463,MOV017,2025-12-14 21:25:00,111,93,Mobile
ACT00253,VWR0161,MOV040,2025-10-22 18:49:00,45,38,SmartTV
ACT00254,VWR0597,MOV001,2025-05-15 10:06:00,120,100,Mobile
ACT00255,VWR0068,MOV017,2025-10-24 18:13:00,14,12,android
ACT00256,VWR0265,MOV044,2025-08-23 06:13:00,110,92,smart tv
ACT00257,VWR1412,MOV022,2025-11-20 22:12:00,98,82,android
ACT00258,VWR0057,MOV044,2025-02-21 11:47:00,30,25,iPhone
ACT00259,VWR0148,MOV001,2025-07-19 21:55:00,93,78,web
ACT00260,VWR0516,MOV033,2025-02-24 23:22:00,118,99,SmartTV
ACT00261,VWR0473,MOV008,2025-12-02 08:11:00,105,88,Mobile
ACT00262,VWR0407,MOV027,2025-04-27 23:41:00,85,71,web
ACT00263,VWR0374,MOV001,2025-03-18 03:24:00,104,87,Mobile
ACT00264,VWR1391,MOV020,2025-03-04 22:09:00,45,38,SmartTV
ACT00265,VWR0893,MOV018,2025-09-06 18:32:00,115,96,smart tv
ACT00266,VWR0640,MOV047,2025-11-07 19:41:00,44,37,Desktop
ACT00267,VWR1257,MOV010,2025-11-30 18:40:00,75,63,iPhone
ACT00268,VWR1220,MOV045,2025-04-07 02:09:00,114,95,SmartTV
ACT00269,VWR1150,MOV056,2025-09-11 19:05:00,44,37,SmartTV
ACT00270,VWR0767,MOV004,2025-06-16 22:20:00,15,13,Desktop
ACT00271,VWR0645,MOV011,2025-10-16 18:09:00,90,75,iPhone
ACT00272,VWR0664,MOV032,2025-12-29 19:22:00,37,31,Desktop
ACT00273,VWR1157,MOV027,2025-07-16 01:23:00,106,89,Mobile
ACT00274,VWR0082,MOV053,2025-05-19 02:11:00,91,76,SmartTV
ACT00275,VWR0621,MOV019,2025-04-25 12:14:00,106,89,android
ACT00276,VWR1287,MOV058,2025-10-24 14:32:00,70,59,Mobile
ACT00277,VWR0530,MOV028,2025-07-10 07:48:00,76,64,web
ACT00278,VWR0241,MOV043,2025-12-01 10:53:00,73,61,SmartTV
ACT00279,VWR1270,MOV047,2025-09-21 18:00:00,14,12,iphone
ACT00280,VWR0874,MOV058,2025-09-05 02:15:00,103,86,smart tv
ACT00281,VWR0842,MOV020,2025-01-21 08:29:00,106,89,iPhone
ACT00282,VWR1278,MOV016,2025-05-25 19:32:00,15,13,iphone
ACT00283,VWR0809,MOV036,2025-10-15 18:41:00,46,39,smart tv
ACT00284,VWR1236,MOV001,2025-08-06 19:50:00,120,100,smart tv
ACT00285,VWR0990,MOV013,2025-04-02 20:03:00,37,31,android
ACT00286,VWR1109,MOV049,2025-06-26 20:27:00,112,94,android
ACT00287,VWR0844,MOV031,2025-06-19 19:12:00,56,47,iphone
ACT00288,VWR1039,MOV016,2025-10-07 22:52:00,43,36,android
ACT00289,VWR1439,MOV027,2025-09-05 06:03:00,81,68,SmartTV
ACT00290,VWR1481,MOV056,2025-07-17 02:15:00,117,98,Desktop
ACT00291,VWR0975,MOV020,2025-06-08 13:30:00,64,54,smart tv
ACT00292,VWR0214,MOV006,2025-01-14 20:07:00,48,40,iPhone
ACT00293,VWR0354,MOV005,2025-12-29 04:56:00,18,15,SmartTV
ACT00294,VWR0315,MOV038,2025-07-31 08:39:00,87,73,web
ACT00295,VWR0056,MOV044,2025-09-04 23:02:00,120,100,SmartTV
ACT00296,VWR0398,MOV002,2025-07-23 23:45:00,117,98,SmartTV
ACT00297,VWR1418,MOV049,2025-09-15 16:46:00,114,95,android
ACT00298,VWR0985,MOV002,2025-05-31 05:52:00,120,100,Desktop
ACT00299,VWR0456,MOV057,2025-11-07 21:35:00,69,58,web
ACT00300,VWR0161,MOV053,2025-06-02 00:36:00,69,58,android
ACT00301,VWR1097,MOV018,2025-12-16 18:02:00,18,15,Desktop
ACT00302,VWR1245,MOV058,2025-05-15 01:45:00,104,87,Mobile
ACT00303,VWR1088,MOV023,2025-01-18 22:07:00,34,29,smart tv
ACT00304,VWR1209,MOV009,2025-06-29 21:47:00,37,31,Desktop
ACT00305,VWR0829,MOV047,2025-05-06 23:39:00,16,14,web
ACT00306,VWR0937,MOV041,2025-07-23 20:27:00,34,29,iphone
ACT00307,VWR0107,MOV044,2025-09-09 19:55:00,112,94,web
ACT00308,VWR0256,MOV028,2025-02-26 22:51:00,105,88,web
ACT00309,VWR1068,MOV050,2025-10-17 22:33:00,104,87,iphone
ACT00310,VWR0361,MOV027,2025-06-01 23:23:00,117,98,android
ACT00311,VWR0782,MOV007,2025-07-14 22:25:00,105,88,Desktop
ACT00311,VWR0979,MOV044,2025-11-09 22:38:00,50,42,SmartTV
ACT00312,VWR0843,MOV044,2025-04-02 03:21:00,116,97,Mobile
ACT00313,VWR1167,MOV017,2025-05-01 23:38:00,52,44,iphone
ACT00314,VWR0458,MOV010,2025-06-30 16:55:00,13,11,android
ACT00315,VWR0762,MOV049,2025-02-09 15:37:00,64,54,android
ACT00316,VWR1058,MOV032,2025-06-22 00:47:00,115,96,smart tv
ACT00317,VWR0686,MOV004,2025-12-08 18:40:00,102,85,web
ACT00318,VWR0800,MOV053,2025-07-01 19:10:00,58,49,web
ACT00319,VWR0190,MOV021,2025-05-19 05:51:00,58,49,Mobile
ACT00320,VWR0709,MOV028,2025-06-24 09:43:00,108,90,Desktop
ACT00321,VWR0631,MOV027,2025-02-13 14:20:00,120,100,iphone
ACT00322,VWR1220,MOV031,2025-06-10 02:08:00,78,65,iPhone
ACT00323,VWR0171,MOV006,2025-01-08 08:16:00,63,53,Mobile
ACT00324,VWR0140,MOV060,2025-06-27 20:40:00,110,92,iphone
ACT00325,VWR0075,MOV028,2025-09-07 18:14:00,116,97,iPhone
ACT00326,VWR0334,MOV030,2025-10-09 23:59:00,81,68,android
ACT00327,VWR0217,MOV056,2025-04-28 18:02:00,150,999,iPhone
ACT00328,VWR1302,MOV054,2025-11-29 22:03:00,120,100,web
ACT00329,VWR1125,MOV008,2025-09-14 18:35:00,69,58,SmartTV
ACT00330,VWR0944,MOV023,2025-08-09 18:35:00,150,-10,SmartTV
ACT00331,VWR1134,MOV025,2025-02-07 18:57:00,109,91,Desktop
ACT00332,VWR1257,MOV007,2025-07-19 20:13:00,118,99,iPhone
ACT00333,VWR0424,MOV001,2025-07-06 21:42:00,92,77,web
ACT00334,VWR0363,MOV017,2025-08-06 21:59:00,97,81,iphone
ACT00335,VWR0351,MOV037,2025-12-08 19:34:00,76,64,smart tv
ACT00336,VWR0715,MOV028,2025-04-05 04:39:00,110,92,Desktop
ACT00337,VWR0617,MOV007,2025-11-28 22:12:00,48,40,Desktop
ACT00338,VWR0930,MOV005,2025-07-20 18:29:00,108,90,android
ACT00339,VWR1164,MOV010,2025-09-30 02:18:00,97,81,android
ACT00340,VWR0030,MOV014,2025-07-26 04:02:00,14,12,SmartTV
ACT00341,VWR0481,MOV001,2025-08-23 19:33:00,26,22,iPhone
ACT00342,VWR0330,MOV049,2025-05-23 23:35:00,102,85,Desktop
ACT00343,VWR0796,MOV023,2025-07-10 18:21:00,66,55,iPhone
ACT00344,VWR0764,MOV038,2025-12-01 23:11:00,115,96,android
ACT00345,VWR1066,MOV036,2025-01-31 04:38:00,15,13,smart tv
ACT00346,VWR0978,MOV013,2025-10-14 18:44:00,14,12,smart tv
ACT00347,VWR1036,MOV048,2025-07-06 21:26:00,115,96,SmartTV
ACT00348,VWR0565,MOV060,2025-12-14 23:22:00,20,17,Desktop
ACT00349,VWR0226,MOV038,2025-09-10 21:44:00,97,81,android
ACT00350,VWR0176,MOV028,2025-07-14 19:36:00,110,92,android
ACT00351,VWR0809,MOV033,2025-10-22 13:18:00,76,64,Desktop
ACT00352,VWR1115,MOV028,2025-09-09 20:21:00,36,30,iphone
ACT00353,VWR0212,MOV058,2025-08-29 21:06:00,116,97,web
ACT00354,VWR0091,MOV043,2025-08-16 20:56:00,78,65,iPhone
ACT00355,VWR1387,MOV055,2025-05-02 23:15:00,88,74,smart tv
ACT00356,VWR0413,MOV044,2025-04-13 20:53:00,99,83,web
ACT00357,VWR1110,MOV007,2025-02-03 22:30:00,49,41,Desktop
ACT00358,VWR0739,MOV042,2025-04-25 18:15:00,61,51,iphone
ACT00359,VWR1429,,2025-03-20 13:07:00,16,14,Mobile
ACT00360,VWR0972,MOV040,2025-12-27 22:25:00,105,88,smart tv
ACT00361,VWR0422,MOV049,2025-10-21 20:42:00,97,81,Mobile
